order_id,customer_id,product_id,channel,order_timestamp,quantity,order_amount,order_status
O2026091400257,C00076,P0006,ONLINE,2026-09-14 02:04:37,5,22637.25,COMPLETED
O2026091400258,C00432,P0100,ONLINE,2026-09-14 00:15:34,5,22790.0,COMPLETED
O2026091400259,C00470,P0019,MOBILE_APP,2026-09-14 08:19:09,3,10073.94,COMPLETED
O2026091400260,C00251,P0050,MOBILE_APP,2026-09-14 00:39:41,1,271.63,COMPLETED
O2026091400261,C00272,P0087,ONLINE,2026-09-14 21:09:07,1,3938.86,SHIPPED
O2026091400262,C00150,P0053,MARKETPLACE,2026-09-14 10:20:01,4,15880.6,COMPLETED
O2026091400263,C00259,P0036,MARKETPLACE,2026-09-14 21:40:03,5,5129.75,COMPLETED
O2026091400264,C00364,P0090,MOBILE_APP,2026-09-14 15:17:00,5,15062.8,COMPLETED
O2026091400265,C00282,P0016,ONLINE,2026-09-14 13:33:09,4,6787.68,SHIPPED
O2026091400266,C00023,P0052,ONLINE,2026-09-14 03:40:31,1,1212.59,COMPLETED
O2026091400267,C00224,P0021,MARKETPLACE,2026-09-14 00:38:45,4,12175.28,CANCELLED
O2026091400268,C00397,P0056,MOBILE_APP,2026-09-14 08:15:58,2,7619.46,SHIPPED
O2026091400269,C00173,P0077,MOBILE_APP,2026-09-14 00:37:03,4,4879.52,SHIPPED
O2026091400270,C00179,P0040,WEB,2026-09-14 10:50:06,2,6350.1,SHIPPED
O2026091400271,C00371,P0049,MOBILE_APP,2026-09-14 13:15:07,5,16215.8,COMPLETED
O2026091400272,C00478,P0020,MOBILE_APP,2026-09-14 10:33:44,1,1954.57,SHIPPED
O2026091400273,C00239,P0007,MARKETPLACE,2026-09-14 06:12:04,3,10407.99,CANCELLED
O2026091400274,C00005,P0046,MOBILE_APP,2026-09-14 18:21:07,1,2228.2,COMPLETED
O2026091400275,C00373,P0016,MARKETPLACE,2026-09-14 20:09:06,1,3070.08,COMPLETED
O2026091400276,C00307,P0055,MARKETPLACE,2026-09-14 16:46:59,2,877.36,SHIPPED
O2026091400277,C00158,P0096,MOBILE_APP,2026-09-14 21:02:16,1,1602.85,COMPLETED
O2026091400278,C00413,P0058,ONLINE,2026-09-14 03:22:24,2,5703.84,SHIPPED
O2026091400279,C00487,P0063,WEB,2026-09-14 05:43:07,4,5773.64,COMPLETED
O2026091400280,C00406,P0051,MOBILE_APP,2026-09-14 04:23:34,5,13454.5,COMPLETED
O2026091400281,C00466,P0034,ONLINE,2026-09-14 21:50:55,2,198.18,CANCELLED
O2026091400282,C00194,P0028,MOBILE_APP,2026-09-14 10:07:31,4,14953.68,COMPLETED
O2026091400283,C00384,P0051,WEB,2026-09-14 03:55:46,5,2922.95,CANCELLED
