order_id,customer_id,product_id,channel,order_timestamp,quantity,order_amount,order_status
O2026091800029,C0092,P0098,MARKETPLACE,2026-09-18 21:08:45,2,6738.76,COMPLETED
O2026091800030,C0002,P0036,WEB,2026-09-18 10:43:24,2,7021.5,COMPLETED
O2026091800031,C0013,P0070,MARKETPLACE,2026-09-18 01:09:30,4,15045.36,SHIPPED
O2026091800032,C0010,P0050,MARKETPLACE,2026-09-18 11:16:58,5,7391.55,SHIPPED
O2026091800033,C0042,P0150,ONLINE,2026-09-18 08:10:03,2,4606.7,COMPLETED
O2026091800034,C0009,P0094,MOBILE_APP,2026-09-18 21:28:34,2,141.06,COMPLETED
O2026091800035,C0087,P0094,WEB,2026-09-18 00:04:51,1,70.53,COMPLETED
O2026091800036,C0029,P0139,MOBILE_APP,2026-09-18 16:12:21,3,3709.26,COMPLETED
O2026091800037,C0091,P0023,MARKETPLACE,2026-09-18 20:11:24,3,8761.74,COMPLETED
O2026091800038,C0081,P0124,ONLINE,2026-09-18 06:08:00,5,4741.7,COMPLETED
O2026091800039,C0027,P0088,MARKETPLACE,2026-09-18 19:33:38,2,4025.98,COMPLETED
O2026091800040,C0071,P0132,ONLINE,2026-09-18 03:30:01,3,7814.16,COMPLETED
O2026091800041,C0033,P0141,MARKETPLACE,2026-09-18 17:52:57,4,18100.48,COMPLETED
O2026091800042,C0011,P0068,ONLINE,2026-09-18 21:06:36,2,8361.84,COMPLETED
O2026091800043,C0089,P0074,MOBILE_APP,2026-09-18 14:19:44,4,9479.04,COMPLETED
O2026091800044,C0003,P0063,MARKETPLACE,2026-09-18 11:04:37,2,9081.62,SHIPPED
O2026091800045,C0047,P0061,ONLINE,2026-09-18 08:27:36,2,2439.14,SHIPPED
O2026091800046,C0098,P0014,ONLINE,2026-09-18 21:39:17,3,9362.1,COMPLETED
O2026091800047,C0064,P0055,WEB,2026-09-18 03:12:20,5,20980.85,COMPLETED
O2026091800048,C0098,P0143,MARKETPLACE,2026-09-18 23:22:55,4,11201.68,COMPLETED
O2026091800049,C0039,P0024,WEB,2026-09-18 18:20:20,4,18824.76,SHIPPED
O2026091800050,C0081,P0108,MOBILE_APP,2026-09-18 12:29:48,5,19035.15,COMPLETED
O2026091800051,C0004,P0002,MOBILE_APP,2026-09-18 09:10:04,5,7301.95,COMPLETED
O2026091800052,C0055,P0110,WEB,2026-09-18 05:46:55,5,9531.5,COMPLETED
O2026091800053,C0013,P0043,MARKETPLACE,2026-09-18 13:41:45,5,10181.55,COMPLETED
O2026091800054,C0077,P0108,ONLINE,2026-09-18 01:13:42,4,15228.12,COMPLETED
O2026091800055,C0060,P0054,MOBILE_APP,2026-09-18 16:48:17,5,21429.6,COMPLETED
O2026091800056,C0047,P0106,MARKETPLACE,2026-09-18 06:43:55,2,1149.1,COMPLETED
O2026091800057,C0012,P0105,MARKETPLACE,2026-09-18 10:26:54,5,8841.45,COMPLETED
O2026091800058,C0001,P0036,WEB,2026-09-18 06:55:09,5,17553.75,SHIPPED
O2026091800059,C0035,P0076,WEB,2026-09-18 16:22:33,4,606.92,SHIPPED
O2026091800060,C0067,P0037,ONLINE,2026-09-18 02:30:36,5,7897.7,COMPLETED
O2026091800061,C0037,P0026,WEB,2026-09-18 00:41:57,4,16612.4,SHIPPED
O2026091800062,C0017,P0016,MARKETPLACE,2026-09-18 18:43:54,3,1414.32,COMPLETED
O2026091800063,C0093,P0119,MOBILE_APP,2026-09-18 10:40:41,3,826.23,COMPLETED
O2026091800064,C0029,P0079,MARKETPLACE,2026-09-18 13:17:13,4,4734.16,COMPLETED
O2026091800065,C0057,P0125,MARKETPLACE,2026-09-18 20:54:20,3,12897.9,COMPLETED
O2026091800066,C0032,P0059,WEB,2026-09-18 17:24:26,3,2883.33,COMPLETED
O2026091800067,C0087,P0036,WEB,2026-09-18 21:12:30,5,17553.75,COMPLETED
O2026091800068,C0097,P0090,MOBILE_APP,2026-09-18 16:20:22,3,5398.98,COMPLETED
O2026091800069,C0091,P0046,MOBILE_APP,2026-09-18 05:23:38,4,19484.68,COMPLETED
O2026091800070,C0068,P0133,MARKETPLACE,2026-09-18 03:11:33,3,12582.78,COMPLETED
O2026091800071,C0079,P0061,MARKETPLACE,2026-09-18 23:27:42,1,1219.57,COMPLETED
O2026091800072,C0080,P0096,WEB,2026-09-18 21:31:11,3,3304.32,COMPLETED
O2026091800073,C0050,P0074,MOBILE_APP,2026-09-18 11:33:56,4,9479.04,COMPLETED
O2026091800074,C0062,P0093,ONLINE,2026-09-18 23:10:27,1,3608.33,COMPLETED
O2026091800075,C0087,P0105,MOBILE_APP,2026-09-18 15:01:13,2,3536.58,COMPLETED
O2026091800076,C0011,P0078,MARKETPLACE,2026-09-18 08:30:05,3,12120.96,COMPLETED
O2026091800077,C0077,P0098,WEB,2026-09-18 12:22:24,3,10108.14,SHIPPED
O2026091800078,C0088,P0065,MARKETPLACE,2026-09-18 19:38:13,3,14827.2,COMPLETED
O2026091800079,C0040,P0081,WEB,2026-09-18 19:58:11,4,12824.2,COMPLETED
O2026091800080,C0031,P0062,ONLINE,2026-09-18 06:43:42,1,3089.42,SHIPPED
O2026091800081,C0022,P0012,WEB,2026-09-18 11:32:13,5,10700.75,CANCELLED
O2026091800082,C0007,P0028,WEB,2026-09-18 11:41:41,2,1454.9,COMPLETED
O2026091800083,C0083,P0084,WEB,2026-09-18 11:45:07,3,7381.74,COMPLETED
O2026091800084,C0096,P0061,MOBILE_APP,2026-09-18 09:06:21,4,4878.28,COMPLETED
O2026091800085,C0075,P0068,MARKETPLACE,2026-09-18 14:22:55,3,12542.76,COMPLETED
O2026091800086,C0070,P0052,MARKETPLACE,2026-09-18 20:28:12,2,9977.26,SHIPPED
O2026091800087,C0047,P0051,MOBILE_APP,2026-09-18 18:13:02,5,16296.3,COMPLETED
O2026091800088,C0060,P0044,MARKETPLACE,2026-09-18 19:35:37,2,8667.66,COMPLETED
O2026091800089,C0077,P0040,MOBILE_APP,2026-09-18 07:55:41,5,21380.05,COMPLETED
O2026091800090,C0089,P0115,WEB,2026-09-18 09:07:36,1,583.4,COMPLETED
O2026091800091,C0066,P0112,MARKETPLACE,2026-09-18 06:20:51,3,10210.23,COMPLETED
O2026091800092,C0093,P0150,MOBILE_APP,2026-09-18 01:09:42,1,2303.35,COMPLETED
O2026091800093,C0095,P0014,MARKETPLACE,2026-09-18 03:35:20,3,9362.1,COMPLETED
O2026091800094,C0031,P0086,ONLINE,2026-09-18 03:38:03,5,17624.45,COMPLETED
O2026091800095,C0087,P0002,MARKETPLACE,2026-09-18 16:44:11,2,2920.78,COMPLETED
O2026091800096,C0076,P0048,WEB,2026-09-18 10:49:44,2,4157.6,COMPLETED
O2026091800097,C0043,P0110,WEB,2026-09-18 10:00:26,3,5718.9,COMPLETED
O2026091800098,C0001,P0065,WEB,2026-09-18 18:57:08,4,19769.6,COMPLETED
O2026091800099,C0030,P0084,ONLINE,2026-09-18 18:01:23,2,4921.16,COMPLETED
O2026091800100,C0075,P0015,MOBILE_APP,2026-09-18 18:07:47,3,14244.42,SHIPPED
O2026091800101,C0068,P0064,MOBILE_APP,2026-09-18 09:27:34,4,3556.08,SHIPPED
O2026091800102,C0029,P0050,ONLINE,2026-09-18 05:09:08,2,2956.62,COMPLETED
O2026091800103,C0067,P0079,MOBILE_APP,2026-09-18 13:54:34,1,1183.54,COMPLETED
O2026091800104,C0085,P0042,ONLINE,2026-09-18 09:42:28,1,778.57,SHIPPED
O2026091800105,C0053,P0105,MARKETPLACE,2026-09-18 11:32:25,1,1768.29,COMPLETED
O2026091800106,C0024,P0143,MOBILE_APP,2026-09-18 18:28:51,4,11201.68,COMPLETED
O2026091800107,C0058,P0136,ONLINE,2026-09-18 18:02:20,4,14410.68,COMPLETED
O2026091800108,C0090,P0134,MOBILE_APP,2026-09-18 12:35:22,3,6769.62,COMPLETED
O2026091800109,C0070,P0038,MOBILE_APP,2026-09-18 13:23:31,4,16723.24,COMPLETED
O2026091800110,C0098,P0034,ONLINE,2026-09-18 07:18:36,3,12915.78,SHIPPED
O2026091800111,C0089,P0054,MOBILE_APP,2026-09-18 03:57:03,2,8571.84,COMPLETED
O2026091800112,C0059,P0143,MOBILE_APP,2026-09-18 08:51:25,2,5600.84,COMPLETED
O2026091800113,C0088,P0041,ONLINE,2026-09-18 11:50:09,3,4100.7,COMPLETED
O2026091800114,C0033,P0081,MARKETPLACE,2026-09-18 04:28:17,5,16030.25,SHIPPED
O2026091800115,C0065,P0036,WEB,2026-09-18 12:09:20,3,10532.25,SHIPPED
O2026091800116,C0090,P0057,MOBILE_APP,2026-09-18 05:17:10,2,3319.14,COMPLETED
O2026091800117,C0070,P0082,MARKETPLACE,2026-09-18 05:27:11,5,20349.65,COMPLETED
O2026091800118,C0030,P0070,MARKETPLACE,2026-09-18 16:01:05,1,3761.34,COMPLETED
O2026091800119,C0048,P0035,MARKETPLACE,2026-09-18 08:25:59,3,12699.99,COMPLETED
O2026091800120,C0062,P0149,MARKETPLACE,2026-09-18 16:55:29,1,1171.22,SHIPPED
O2026091800121,C0009,P0012,ONLINE,2026-09-18 01:51:23,4,8560.6,COMPLETED
O2026091800122,C0038,P0094,WEB,2026-09-18 00:04:22,2,141.06,SHIPPED
O2026091800123,C0030,P0059,ONLINE,2026-09-18 00:37:09,4,3844.44,COMPLETED
O2026091800124,C0033,P0037,ONLINE,2026-09-18 14:17:30,2,3159.08,COMPLETED
O2026091800125,C0071,P0135,ONLINE,2026-09-18 05:03:05,3,10137.06,SHIPPED
O2026091800126,C0001,P0090,MOBILE_APP,2026-09-18 17:47:51,4,7198.64,CANCELLED
O2026091800127,C0086,P0040,MOBILE_APP,2026-09-18 21:12:03,4,17104.04,COMPLETED
O2026091800128,C0093,P0108,MARKETPLACE,2026-09-18 03:33:12,1,3807.03,COMPLETED
O2026091800129,C0026,P0039,MOBILE_APP,2026-09-18 01:51:18,1,2209.98,COMPLETED
O2026091800130,C0002,P0055,WEB,2026-09-18 03:03:57,1,4196.17,COMPLETED
O2026091800131,C0048,P0118,ONLINE,2026-09-18 05:49:19,2,4168.94,COMPLETED
O2026091800132,C0054,P0008,WEB,2026-09-18 17:49:37,4,17959.56,SHIPPED
O2026091800133,C0040,P0065,MOBILE_APP,2026-09-18 13:27:52,2,9884.8,SHIPPED
O2026091800134,C0097,P0015,MOBILE_APP,2026-09-18 20:38:16,4,18992.56,COMPLETED
O2026091800135,C0099,P0051,ONLINE,2026-09-18 10:37:24,5,16296.3,COMPLETED
O2026091800136,C0045,P0017,MARKETPLACE,2026-09-18 05:08:16,5,5575.6,SHIPPED
O2026091800137,C0094,P0003,MARKETPLACE,2026-09-18 10:27:26,4,11700.92,COMPLETED
O2026091800138,C0072,P0136,ONLINE,2026-09-18 14:31:25,4,14410.68,COMPLETED
O2026091800139,C0057,P0014,MARKETPLACE,2026-09-18 08:38:06,4,12482.8,COMPLETED
O2026091800140,C0031,P0143,WEB,2026-09-18 06:55:46,5,14002.1,COMPLETED
O2026091800141,C0058,P0016,MARKETPLACE,2026-09-18 20:18:56,1,471.44,COMPLETED
O2026091800142,C0097,P0125,MARKETPLACE,2026-09-18 02:33:52,4,17197.2,COMPLETED
O2026091800143,C0096,P0026,WEB,2026-09-18 03:04:28,4,16612.4,COMPLETED
O2026091800144,C0042,P0107,MARKETPLACE,2026-09-18 21:45:57,4,10254.84,COMPLETED
O2026091800145,C0085,P0118,ONLINE,2026-09-18 14:17:47,3,6253.41,SHIPPED
O2026091800146,C0091,P0101,ONLINE,2026-09-18 06:27:48,5,5243.75,SHIPPED
O2026091800147,C0005,P0065,MOBILE_APP,2026-09-18 14:30:21,2,9884.8,COMPLETED
O2026091800148,C0095,P0071,MOBILE_APP,2026-09-18 01:55:18,3,877.95,COMPLETED
O2026091800149,C0008,P0019,MARKETPLACE,2026-09-18 21:01:18,4,1829.08,COMPLETED
O2026091800150,C0021,P0075,WEB,2026-09-18 08:32:52,1,3960.05,COMPLETED
O2026091800151,C0042,P0069,ONLINE,2026-09-18 17:53:03,1,246.14,COMPLETED
O2026091800152,C0042,P0089,ONLINE,2026-09-18 14:24:11,3,13896.69,COMPLETED
O2026091800153,C0059,P0091,WEB,2026-09-18 12:29:03,4,10887.48,SHIPPED
O2026091800154,C0077,P0105,WEB,2026-09-18 03:50:40,4,7073.16,COMPLETED
O2026091800155,C0020,P0047,WEB,2026-09-18 12:47:55,2,9764.42,COMPLETED
O2026091800156,C0014,P0083,WEB,2026-09-18 20:31:48,1,1117.91,SHIPPED
O2026091800157,C0043,P0011,ONLINE,2026-09-18 10:51:25,1,3699.16,COMPLETED
O2026091800158,C0025,P0017,MOBILE_APP,2026-09-18 09:04:56,3,3345.36,COMPLETED
O2026091800159,C0056,P0092,MARKETPLACE,2026-09-18 03:01:53,1,2908.81,COMPLETED
O2026091800160,C0016,P0094,MARKETPLACE,2026-09-18 09:41:25,4,282.12,COMPLETED
O2026091800161,C0020,P0065,ONLINE,2026-09-18 18:10:37,2,9884.8,COMPLETED
O2026091800162,C0078,P0002,WEB,2026-09-18 14:25:59,3,4381.17,COMPLETED
O2026091800163,C0041,P0079,MARKETPLACE,2026-09-18 06:22:38,3,3550.62,SHIPPED
O2026091800164,C0046,P0140,MOBILE_APP,2026-09-18 14:32:56,1,3838.05,COMPLETED
O2026091800165,C0072,P0072,MARKETPLACE,2026-09-18 08:56:27,3,1957.35,COMPLETED
O2026091800166,C0098,P0069,MOBILE_APP,2026-09-18 05:20:28,5,1230.7,SHIPPED
O2026091800167,C0070,P0119,MOBILE_APP,2026-09-18 19:20:17,3,826.23,COMPLETED
O2026091800168,C0092,P0137,ONLINE,2026-09-18 19:03:58,2,3743.56,COMPLETED
O2026091800169,C0027,P0147,ONLINE,2026-09-18 04:50:39,2,7887.56,COMPLETED
O2026091800170,C0013,P0060,WEB,2026-09-18 06:18:15,4,5801.36,SHIPPED
O2026091800171,C0087,P0118,MARKETPLACE,2026-09-18 00:42:48,2,4168.94,COMPLETED
O2026091800172,C0009,P0099,WEB,2026-09-18 12:45:23,5,10703.75,COMPLETED
O2026091800173,C0014,P0036,ONLINE,2026-09-18 04:26:41,5,17553.75,SHIPPED
O2026091800174,C0077,P0069,WEB,2026-09-18 17:21:34,2,492.28,SHIPPED
O2026091800175,C0073,P0068,WEB,2026-09-18 09:14:44,2,8361.84,COMPLETED
O2026091800176,C0014,P0108,MOBILE_APP,2026-09-18 08:46:17,4,15228.12,COMPLETED
O2026091800177,C0047,P0150,MARKETPLACE,2026-09-18 05:47:10,5,11516.75,SHIPPED
O2026091800178,C0064,P0080,MOBILE_APP,2026-09-18 21:07:25,4,5041.44,SHIPPED
O2026091800179,C0098,P0061,WEB,2026-09-18 17:30:40,1,1219.57,COMPLETED
O2026091800180,C0093,P0113,MARKETPLACE,2026-09-18 17:13:54,2,2516.28,COMPLETED
O2026091800181,C0029,P0086,MARKETPLACE,2026-09-18 16:53:24,5,17624.45,COMPLETED
O2026091800182,C0066,P0112,WEB,2026-09-18 12:51:38,5,17017.05,COMPLETED
O2026091800183,C0098,P0045,ONLINE,2026-09-18 20:27:51,1,732.29,SHIPPED
O2026091800184,C0098,P0028,ONLINE,2026-09-18 15:35:36,3,2182.35,COMPLETED
O2026091800185,C0072,P0009,MARKETPLACE,2026-09-18 03:22:08,5,7309.75,CANCELLED
O2026091800186,C0077,P0104,WEB,2026-09-18 14:45:17,4,7727.96,CANCELLED
O2026091800187,C0055,P0149,MARKETPLACE,2026-09-18 22:42:51,3,3513.66,COMPLETED
O2026091800188,C0031,P0149,ONLINE,2026-09-18 02:32:27,3,3513.66,COMPLETED
O2026091800189,C0080,P0138,WEB,2026-09-18 02:45:22,2,831.28,CANCELLED
O2026091800190,C0004,P0059,ONLINE,2026-09-18 13:41:44,5,4805.55,COMPLETED
O2026091800191,C0016,P0066,MARKETPLACE,2026-09-18 05:27:44,1,4067.59,SHIPPED
O2026091800192,C0012,P0117,ONLINE,2026-09-18 20:16:32,2,429.78,SHIPPED
O2026091800193,C0060,P0098,ONLINE,2026-09-18 05:38:57,1,3369.38,COMPLETED
O2026091800194,C0079,P0007,ONLINE,2026-09-18 02:53:57,1,880.86,COMPLETED
O2026091800195,C0070,P0048,MOBILE_APP,2026-09-18 21:57:00,4,8315.2,COMPLETED
O2026091800196,C0067,P0035,ONLINE,2026-09-18 03:20:54,4,16933.32,COMPLETED
O2026091800197,C0028,P0005,MARKETPLACE,2026-09-18 18:22:37,5,23686.4,SHIPPED
O2026091800198,C0056,P0095,WEB,2026-09-18 13:26:16,1,907.93,SHIPPED
O2026091800199,C0089,P0110,MOBILE_APP,2026-09-18 01:13:35,4,7625.2,SHIPPED
O2026091800200,C0011,P0035,WEB,2026-09-18 15:13:04,1,4233.33,COMPLETED
O2026091800201,C0095,P0067,MOBILE_APP,2026-09-18 11:27:28,4,13030.44,SHIPPED
O2026091800202,C0094,P0022,WEB,2026-09-18 05:16:09,1,1155.71,CANCELLED
O2026091800203,C0024,P0127,WEB,2026-09-18 06:42:17,3,4731.06,SHIPPED
O2026091800204,C0067,P0084,MOBILE_APP,2026-09-18 11:33:08,5,12302.9,SHIPPED
O2026091800205,C0053,P0113,MARKETPLACE,2026-09-18 04:13:52,5,6290.7,COMPLETED
O2026091800206,C0065,P0128,MARKETPLACE,2026-09-18 19:37:20,4,2252.0,COMPLETED
O2026091800207,C0097,P0081,MARKETPLACE,2026-09-18 11:43:55,2,6412.1,SHIPPED
O2026091800208,C0037,P0085,ONLINE,2026-09-18 22:36:48,2,344.68,COMPLETED
O2026091800209,C0016,P0023,MOBILE_APP,2026-09-18 20:39:18,3,8761.74,SHIPPED
O2026091800210,C0065,P0139,ONLINE,2026-09-18 12:31:27,3,3709.26,SHIPPED
O2026091800211,C0071,P0104,MOBILE_APP,2026-09-18 13:43:22,2,3863.98,COMPLETED
O2026091800212,C0049,P0101,MARKETPLACE,2026-09-18 14:42:08,5,5243.75,COMPLETED
O2026091800213,C0073,P0070,ONLINE,2026-09-18 23:35:02,1,3761.34,COMPLETED
O2026091800214,C0037,P0106,ONLINE,2026-09-18 04:18:38,1,574.55,COMPLETED
O2026091800215,C0065,P0119,MARKETPLACE,2026-09-18 05:54:56,2,550.82,COMPLETED
O2026091800216,C0020,P0074,MOBILE_APP,2026-09-18 01:18:01,4,9479.04,SHIPPED
O2026091800217,C0034,P0140,MOBILE_APP,2026-09-18 13:29:57,2,7676.1,COMPLETED
O2026091800218,C0096,P0131,WEB,2026-09-18 15:16:19,3,10250.52,COMPLETED
O2026091800219,C0045,P0055,ONLINE,2026-09-18 04:27:46,1,4196.17,SHIPPED
O2026091800220,C0060,P0062,MOBILE_APP,2026-09-18 17:57:56,1,3089.42,COMPLETED
O2026091800221,C0037,P0129,ONLINE,2026-09-18 09:38:48,1,1054.77,COMPLETED
O2026091800222,C0033,P0119,WEB,2026-09-18 12:09:13,5,1377.05,SHIPPED
O2026091800223,C0062,P0087,WEB,2026-09-18 20:16:56,2,6174.34,SHIPPED
O2026091800224,C0006,P0138,MOBILE_APP,2026-09-18 11:53:33,3,1246.92,COMPLETED
O2026091800225,C0058,P0089,MARKETPLACE,2026-09-18 07:40:42,2,9264.46,SHIPPED
O2026091800226,C0036,P0116,MOBILE_APP,2026-09-18 02:24:26,1,2669.87,COMPLETED
O2026091800227,C0086,P0145,WEB,2026-09-18 11:39:49,5,22767.25,SHIPPED
O2026091800228,C0065,P0067,MARKETPLACE,2026-09-18 18:22:07,2,6515.22,COMPLETED
O2026091800229,C0072,P0118,ONLINE,2026-09-18 01:51:30,2,4168.94,COMPLETED
O2026091800230,C0029,P0111,ONLINE,2026-09-18 22:12:36,1,1105.87,COMPLETED
O2026091800231,C0088,P0142,WEB,2026-09-18 04:53:47,1,1254.27,COMPLETED
O2026091800232,C0037,P0146,ONLINE,2026-09-18 01:50:16,1,2974.3,COMPLETED
O2026091800233,C0060,P0095,MOBILE_APP,2026-09-18 06:00:34,3,2723.79,COMPLETED
O2026091800234,C0015,P0023,MOBILE_APP,2026-09-18 18:57:35,1,2920.58,COMPLETED
O2026091800235,C0063,P0075,MOBILE_APP,2026-09-18 05:37:58,3,11880.15,COMPLETED
O2026091800236,C0006,P0015,ONLINE,2026-09-18 04:26:55,1,4748.14,COMPLETED
O2026091800237,C0002,P0030,WEB,2026-09-18 14:03:17,1,899.17,COMPLETED
O2026091800238,C0073,P0099,MARKETPLACE,2026-09-18 02:58:55,5,10703.75,COMPLETED
O2026091800239,C0018,P0009,MARKETPLACE,2026-09-18 15:46:18,5,7309.75,COMPLETED
O2026091800240,C0042,P0105,MOBILE_APP,2026-09-18 22:47:30,1,1768.29,COMPLETED
O2026091800241,C0018,P0128,MOBILE_APP,2026-09-18 22:44:21,1,563.0,COMPLETED
O2026091800242,C0055,P0001,ONLINE,2026-09-18 14:10:51,3,3637.47,SHIPPED
O2026091800243,C0065,P0112,MARKETPLACE,2026-09-18 15:11:39,5,17017.05,SHIPPED
O2026091800244,C0046,P0045,MOBILE_APP,2026-09-18 16:08:20,1,732.29,SHIPPED
O2026091800245,C0096,P0076,ONLINE,2026-09-18 20:00:34,1,151.73,COMPLETED
O2026091800246,C0047,P0046,MARKETPLACE,2026-09-18 10:17:17,2,9742.34,COMPLETED
O2026091800247,C0044,P0080,MARKETPLACE,2026-09-18 22:35:37,5,6301.8,CANCELLED
O2026091800248,C0011,P0056,ONLINE,2026-09-18 16:52:58,1,3951.39,COMPLETED
O2026091800249,C0070,P0132,MOBILE_APP,2026-09-18 20:02:14,4,10418.88,COMPLETED
O2026091800250,C0080,P0086,ONLINE,2026-09-18 11:41:59,1,3524.89,COMPLETED
O2026091800251,C0024,P0119,ONLINE,2026-09-18 05:21:53,5,1377.05,SHIPPED
O2026091800252,C0078,P0030,ONLINE,2026-09-18 23:10:30,1,899.17,COMPLETED
O2026091800253,C0097,P0148,ONLINE,2026-09-18 18:52:51,2,8675.98,SHIPPED
O2026091800254,C0054,P0020,MARKETPLACE,2026-09-18 11:10:20,2,3769.58,COMPLETED
O2026091800255,C0061,P0150,ONLINE,2026-09-18 16:21:35,2,4606.7,COMPLETED
O2026091800256,C0069,P0084,ONLINE,2026-09-18 08:34:21,4,9842.32,COMPLETED
O2026091800257,C0039,P0014,MOBILE_APP,2026-09-18 20:51:42,2,6241.4,COMPLETED
O2026091800258,C0008,P0017,MARKETPLACE,2026-09-18 05:46:55,3,3345.36,SHIPPED
O2026091800259,C0099,P0133,WEB,2026-09-18 12:23:01,3,12582.78,SHIPPED
O2026091800260,C0074,P0145,ONLINE,2026-09-18 07:30:56,3,13660.35,SHIPPED
O2026091800261,C0008,P0099,MOBILE_APP,2026-09-18 07:22:39,3,6422.25,COMPLETED
O2026091800262,C0018,P0057,WEB,2026-09-18 12:22:12,2,3319.14,SHIPPED
O2026091800263,C0056,P0030,ONLINE,2026-09-18 14:55:02,3,2697.51,COMPLETED
O2026091800264,C0058,P0097,MARKETPLACE,2026-09-18 04:20:57,2,5390.96,COMPLETED
O2026091800265,C0091,P0095,MARKETPLACE,2026-09-18 14:35:39,2,1815.86,SHIPPED
O2026091800266,C0087,P0077,WEB,2026-09-18 23:18:06,1,3312.8,COMPLETED
O2026091800267,C0072,P0068,WEB,2026-09-18 06:49:51,3,12542.76,COMPLETED
O2026091800268,C0037,P0087,ONLINE,2026-09-18 10:02:59,3,9261.51,SHIPPED
O2026091800269,C0020,P0020,MOBILE_APP,2026-09-18 21:08:18,4,7539.16,COMPLETED
O2026091800270,C0073,P0008,MARKETPLACE,2026-09-18 05:14:26,2,8979.78,COMPLETED
O2026091800271,C0001,P0125,MARKETPLACE,2026-09-18 16:26:31,2,8598.6,SHIPPED
O2026091800272,C0040,P0009,ONLINE,2026-09-18 15:45:37,3,4385.85,COMPLETED
O2026091800273,C0035,P0122,WEB,2026-09-18 10:26:32,4,8805.52,COMPLETED
O2026091800274,C0072,P0042,MARKETPLACE,2026-09-18 16:21:15,4,3114.28,COMPLETED
O2026091800275,C0070,P0124,MARKETPLACE,2026-09-18 07:58:10,2,1896.68,COMPLETED
O2026091800276,C0061,P0079,MARKETPLACE,2026-09-18 12:30:22,1,1183.54,COMPLETED
O2026091800277,C0087,P0092,WEB,2026-09-18 10:14:01,3,8726.43,SHIPPED
O2026091800278,C0021,P0022,ONLINE,2026-09-18 03:21:33,5,5778.55,COMPLETED
O2026091800279,C0046,P0103,MOBILE_APP,2026-09-18 21:46:16,5,2095.2,COMPLETED
O2026091800280,C0036,P0096,MOBILE_APP,2026-09-18 11:16:33,5,5507.2,SHIPPED
O2026091800281,C0064,P0149,WEB,2026-09-18 14:44:49,2,2342.44,COMPLETED
O2026091800282,C0005,P0096,MARKETPLACE,2026-09-18 05:56:06,5,5507.2,COMPLETED
O2026091800283,C0052,P0053,MARKETPLACE,2026-09-18 04:41:01,1,1726.61,COMPLETED
O2026091800284,C0016,P0085,ONLINE,2026-09-18 08:38:23,2,344.68,COMPLETED
