sale_id,store_id,customer_id,product_id,sale_timestamp,quantity,sale_amount,payment_method
SS2026091800136,S004,C0038,P0094,2026-09-18 06:35:05,4,282.12,NET_BANKING
SS2026091800137,S021,C0084,P0103,2026-09-18 02:30:45,4,1676.16,CASH
SS2026091800138,S026,C0033,P0111,2026-09-18 06:45:24,5,5529.35,CARD
SS2026091800139,S006,C0092,P0120,2026-09-18 12:30:19,3,2182.53,CARD
SS2026091800140,S025,C0094,P0088,2026-09-18 03:43:43,4,8051.96,CARD
SS2026091800141,S001,C0053,P0082,2026-09-18 19:58:10,4,16279.72,NET_BANKING
SS2026091800142,S014,C0067,P0142,2026-09-18 16:58:35,1,1254.27,WALLET
SS2026091800143,S015,C0008,P0115,2026-09-18 20:22:00,1,583.4,CASH
SS2026091800144,S002,C0090,P0136,2026-09-18 05:00:17,4,14410.68,CARD
SS2026091800145,S026,C0016,P0029,2026-09-18 00:49:34,3,3701.94,UPI
SS2026091800146,S002,C0089,P0143,2026-09-18 06:47:40,3,8401.26,NET_BANKING
SS2026091800147,S030,C0053,P0141,2026-09-18 19:16:25,5,22625.6,NET_BANKING
SS2026091800148,S005,C0056,P0011,2026-09-18 22:22:20,3,11097.48,CASH
SS2026091800149,S022,C0059,P0118,2026-09-18 01:15:58,1,2084.47,UPI
SS2026091800150,S001,C0065,P0136,2026-09-18 13:14:26,1,3602.67,NET_BANKING
SS2026091800151,S027,C0038,P0042,2026-09-18 23:08:23,3,2335.71,CASH
SS2026091800152,S004,C0005,P0082,2026-09-18 09:26:38,2,8139.86,CASH
SS2026091800153,S015,C0078,P0043,2026-09-18 22:20:40,5,10181.55,UPI
SS2026091800154,S016,C0071,P0048,2026-09-18 14:28:55,1,2078.8,NET_BANKING
SS2026091800155,S020,C0078,P0099,2026-09-18 12:36:31,2,4281.5,WALLET
SS2026091800156,S026,C0086,P0012,2026-09-18 19:36:59,3,6420.45,WALLET
SS2026091800157,S001,C0047,P0038,2026-09-18 02:03:53,2,8361.62,UPI
SS2026091800158,S013,C0018,P0005,2026-09-18 05:13:35,1,4737.28,NET_BANKING
SS2026091800159,S030,C0023,P0002,2026-09-18 22:11:11,1,1460.39,WALLET
SS2026091800160,S007,C0071,P0114,2026-09-18 03:35:50,4,6184.96,UPI
SS2026091800161,S015,C0002,P0004,2026-09-18 02:43:41,3,7627.11,WALLET
SS2026091800162,S002,C0008,P0012,2026-09-18 14:20:29,1,2140.15,CASH
SS2026091800163,S004,C0088,P0059,2026-09-18 00:31:49,3,2883.33,NET_BANKING
SS2026091800164,S007,C0029,P0112,2026-09-18 12:28:54,5,17017.05,CASH
SS2026091800165,S009,C0095,P0015,2026-09-18 21:38:52,3,14244.42,UPI
SS2026091800166,S026,C0084,P0099,2026-09-18 10:48:51,1,2140.75,WALLET
SS2026091800167,S016,C0048,P0039,2026-09-18 22:07:12,5,11049.9,UPI
SS2026091800168,S014,C0081,P0145,2026-09-18 09:44:34,4,18213.8,UPI
SS2026091800169,S019,C0015,P0145,2026-09-18 05:33:40,2,9106.9,UPI
SS2026091800170,S012,C0037,P0127,2026-09-18 17:51:13,3,4731.06,WALLET
SS2026091800171,S009,C0031,P0123,2026-09-18 21:39:27,4,630.24,CARD
SS2026091800172,S007,C0022,P0098,2026-09-18 07:59:48,3,10108.14,CASH
SS2026091800173,S017,C0043,P0115,2026-09-18 15:52:27,1,583.4,CASH
SS2026091800174,S024,C0016,P0063,2026-09-18 22:35:24,4,18163.24,CASH
SS2026091800175,S009,C0030,P0060,2026-09-18 16:14:11,5,7251.7,WALLET
SS2026091800176,S007,C0095,P0136,2026-09-18 17:43:40,3,10808.01,CASH
SS2026091800177,S002,C0068,P0054,2026-09-18 10:07:05,4,17143.68,UPI
SS2026091800178,S014,C0046,P0105,2026-09-18 09:37:26,5,8841.45,WALLET
SS2026091800179,S008,C0003,P0125,2026-09-18 06:43:17,1,4299.3,NET_BANKING
SS2026091800180,S017,C0082,P0039,2026-09-18 17:06:59,2,4419.96,NET_BANKING
SS2026091800181,S025,C0080,P0045,2026-09-18 19:17:11,1,732.29,NET_BANKING
SS2026091800182,S021,C0028,P0063,2026-09-18 14:23:56,5,22704.05,NET_BANKING
SS2026091800183,S025,C0010,P0037,2026-09-18 23:47:08,2,3159.08,UPI
SS2026091800184,S008,C0001,P0043,2026-09-18 12:07:27,5,10181.55,CARD
SS2026091800185,S025,C0099,P0128,2026-09-18 06:15:13,5,2815.0,NET_BANKING
SS2026091800186,S005,C0002,P0072,2026-09-18 21:00:33,1,652.45,UPI
SS2026091800187,S016,C0061,P0085,2026-09-18 07:30:10,5,861.7,CASH
SS2026091800188,S022,C0061,P0084,2026-09-18 11:45:43,1,2460.58,NET_BANKING
SS2026091800189,S026,C0008,P0037,2026-09-18 09:49:45,4,6318.16,CASH
SS2026091800190,S015,C0070,P0119,2026-09-18 04:57:37,2,550.82,WALLET
SS2026091800191,S029,C0020,P0024,2026-09-18 05:03:09,4,18824.76,CARD
SS2026091800192,S024,C0086,P0005,2026-09-18 05:04:43,1,4737.28,NET_BANKING
SS2026091800193,S027,C0099,P0107,2026-09-18 06:49:50,2,5127.42,WALLET
SS2026091800194,S018,C0082,P0049,2026-09-18 09:06:23,5,12072.8,WALLET
SS2026091800195,S025,C0053,P0133,2026-09-18 06:40:05,4,16777.04,CARD
SS2026091800196,S005,C0059,P0116,2026-09-18 12:35:39,4,10679.48,UPI
SS2026091800197,S011,C0096,P0077,2026-09-18 10:06:24,3,9938.4,NET_BANKING
SS2026091800198,S012,C0018,P0022,2026-09-18 18:43:16,3,3467.13,WALLET
SS2026091800199,S010,C0011,P0136,2026-09-18 09:36:52,2,7205.34,NET_BANKING
SS2026091800200,S015,C0080,P0105,2026-09-18 11:12:34,5,8841.45,WALLET
SS2026091800201,S020,C0073,P0023,2026-09-18 15:59:34,4,11682.32,WALLET
SS2026091800202,S023,C0059,P0150,2026-09-18 05:38:45,5,11516.75,UPI
SS2026091800203,S023,C0011,P0089,2026-09-18 13:02:04,4,18528.92,CASH
SS2026091800204,S026,C0043,P0026,2026-09-18 04:45:48,3,12459.3,CARD
SS2026091800205,S007,C0036,P0122,2026-09-18 19:40:18,1,2201.38,CASH
SS2026091800206,S019,C0010,P0027,2026-09-18 15:40:18,1,2416.44,UPI
SS2026091800207,S017,C0006,P0087,2026-09-18 09:58:36,3,9261.51,WALLET
SS2026091800208,S016,C0017,P0100,2026-09-18 16:51:48,1,287.51,CARD
SS2026091800209,S020,C0035,P0081,2026-09-18 20:36:14,3,9618.15,UPI
SS2026091800210,S030,C0069,P0063,2026-09-18 23:44:15,1,4540.81,WALLET
SS2026091800211,S009,C0100,P0144,2026-09-18 09:16:47,3,12562.17,UPI
SS2026091800212,S003,C0057,P0141,2026-09-18 21:09:07,2,9050.24,CASH
SS2026091800213,S014,C0033,P0127,2026-09-18 06:22:42,4,6308.08,WALLET
SS2026091800214,S016,C0037,P0014,2026-09-18 04:59:10,4,12482.8,CASH
SS2026091800215,S028,C0075,P0086,2026-09-18 20:53:43,3,10574.67,UPI
SS2026091800216,S028,C0077,P0114,2026-09-18 12:47:32,4,6184.96,CARD
SS2026091800217,S021,C0046,P0113,2026-09-18 13:01:34,2,2516.28,UPI
SS2026091800218,S018,C0093,P0090,2026-09-18 22:28:35,5,8998.3,CARD
SS2026091800219,S023,C0033,P0081,2026-09-18 23:07:13,4,12824.2,CARD
SS2026091800220,S014,C0064,P0074,2026-09-18 06:44:28,5,11848.8,NET_BANKING
SS2026091800221,S027,C0054,P0099,2026-09-18 04:31:13,4,8563.0,WALLET
SS2026091800222,S009,C0072,P0121,2026-09-18 16:24:39,4,7833.88,CARD
SS2026091800223,S017,C0087,P0020,2026-09-18 08:53:23,1,1884.79,UPI
SS2026091800224,S013,C0029,P0129,2026-09-18 08:00:26,5,5273.85,CASH
SS2026091800225,S015,C0003,P0094,2026-09-18 12:03:47,2,141.06,UPI
SS2026091800226,S010,C0047,P0107,2026-09-18 06:32:49,4,10254.84,NET_BANKING
SS2026091800227,S021,C0057,P0128,2026-09-18 17:55:08,4,2252.0,UPI
SS2026091800228,S014,C0092,P0129,2026-09-18 06:20:28,5,5273.85,UPI
SS2026091800229,S026,C0053,P0056,2026-09-18 00:25:23,4,15805.56,CASH
SS2026091800230,S030,C0036,P0059,2026-09-18 02:39:05,2,1922.22,UPI
SS2026091800231,S012,C0099,P0048,2026-09-18 01:15:48,2,4157.6,CASH
SS2026091800232,S026,C0007,P0074,2026-09-18 09:03:14,2,4739.52,WALLET
SS2026091800233,S004,C0011,P0116,2026-09-18 02:44:48,4,10679.48,UPI
SS2026091800234,S010,C0071,P0066,2026-09-18 19:12:49,3,12202.77,CARD
SS2026091800235,S018,C0016,P0028,2026-09-18 00:05:26,2,1454.9,CASH
SS2026091800236,S003,C0016,P0012,2026-09-18 10:55:15,5,10700.75,NET_BANKING
SS2026091800237,S018,C0041,P0010,2026-09-18 10:24:06,3,10088.43,CARD
SS2026091800238,S019,C0022,P0057,2026-09-18 11:31:28,5,8297.85,WALLET
SS2026091800239,S003,C0035,P0054,2026-09-18 05:22:59,4,17143.68,NET_BANKING
SS2026091800240,S030,C0066,P0074,2026-09-18 14:16:36,3,7109.28,UPI
SS2026091800241,S012,C0020,P0081,2026-09-18 15:42:21,1,3206.05,WALLET
SS2026091800242,S021,C0097,P0095,2026-09-18 02:09:51,2,1815.86,WALLET
SS2026091800243,S010,C0095,P0073,2026-09-18 00:24:22,2,1496.62,NET_BANKING
SS2026091800244,S024,C0042,P0088,2026-09-18 12:12:01,3,6038.97,WALLET
SS2026091800245,S025,C0008,P0015,2026-09-18 14:57:13,2,9496.28,WALLET
SS2026091800246,S023,C0078,P0126,2026-09-18 04:42:33,1,4441.93,UPI
SS2026091800247,S029,C0035,P0104,2026-09-18 05:21:31,2,3863.98,WALLET
SS2026091800248,S028,C0044,P0085,2026-09-18 13:02:59,1,172.34,UPI
SS2026091800249,S010,C0035,P0007,2026-09-18 21:01:47,3,2642.58,CARD
SS2026091800250,S010,C0085,P0099,2026-09-18 04:33:35,1,2140.75,WALLET
SS2026091800251,S020,C0071,P0053,2026-09-18 04:49:20,1,1726.61,NET_BANKING
SS2026091800252,S011,C0072,P0133,2026-09-18 05:44:37,5,20971.3,CARD
SS2026091800253,S025,C0091,P0031,2026-09-18 07:14:58,2,1154.86,WALLET
SS2026091800254,S018,C0022,P0026,2026-09-18 01:19:03,5,20765.5,CARD
SS2026091800255,S015,C0047,P0090,2026-09-18 21:02:55,3,5398.98,NET_BANKING
SS2026091800256,S024,C0036,P0064,2026-09-18 02:40:27,2,1778.04,CARD
SS2026091800257,S023,C0099,P0069,2026-09-18 04:30:51,1,246.14,UPI
SS2026091800258,S022,C0078,P0020,2026-09-18 07:57:47,4,7539.16,WALLET
SS2026091800259,S007,C0021,P0104,2026-09-18 17:49:56,4,7727.96,NET_BANKING
SS2026091800260,S012,C0032,P0095,2026-09-18 19:13:49,2,1815.86,CASH
SS2026091800261,S004,C0007,P0149,2026-09-18 04:45:10,4,4684.88,NET_BANKING
SS2026091800262,S020,C0084,P0114,2026-09-18 01:19:49,4,6184.96,UPI
SS2026091800263,S006,C0074,P0009,2026-09-18 22:27:41,1,1461.95,NET_BANKING
SS2026091800264,S018,C0055,P0037,2026-09-18 09:53:11,5,7897.7,UPI
SS2026091800265,S013,C0077,P0084,2026-09-18 17:54:16,5,12302.9,CARD
SS2026091800266,S017,C0079,P0126,2026-09-18 08:02:08,5,22209.65,CARD
SS2026091800267,S026,C0004,P0003,2026-09-18 14:37:18,3,8775.69,WALLET
SS2026091800268,S002,C0015,P0020,2026-09-18 05:46:00,5,9423.95,WALLET
SS2026091800269,S019,C0058,P0021,2026-09-18 08:28:34,3,5782.2,UPI
SS2026091800270,S022,C0022,P0121,2026-09-18 19:21:44,4,7833.88,NET_BANKING
SS2026091800271,S016,C0033,P0135,2026-09-18 08:58:26,2,6758.04,WALLET
SS2026091800272,S023,C0037,P0077,2026-09-18 20:48:45,4,13251.2,CARD
SS2026091800273,S013,C0029,P0023,2026-09-18 08:42:39,3,8761.74,WALLET
SS2026091800274,S023,C0081,P0047,2026-09-18 14:08:27,1,4882.21,NET_BANKING
SS2026091800275,S030,C0064,P0129,2026-09-18 02:48:54,3,3164.31,UPI
SS2026091800276,S028,C0004,P0051,2026-09-18 00:21:31,3,9777.78,WALLET
SS2026091800277,S015,C0033,P0113,2026-09-18 04:09:40,5,6290.7,CARD
SS2026091800278,S012,C0099,P0121,2026-09-18 23:00:33,4,7833.88,NET_BANKING
SS2026091800279,S018,C0035,P0106,2026-09-18 08:24:00,3,1723.65,WALLET
SS2026091800280,S024,C0075,P0071,2026-09-18 09:26:44,4,1170.6,CARD
SS2026091800281,S015,C0001,P0024,2026-09-18 13:29:10,5,23530.95,UPI
SS2026091800282,S009,C0022,P0109,2026-09-18 04:51:36,2,7020.48,UPI
SS2026091800283,S012,C0044,P0012,2026-09-18 19:46:40,2,4280.3,NET_BANKING
SS2026091800284,S030,C0069,P0085,2026-09-18 02:54:04,3,517.02,CASH
SS2026091800285,S002,C0038,P0100,2026-09-18 19:41:07,5,1437.55,UPI
SS2026091800286,S018,C0054,P0012,2026-09-18 17:39:16,5,10700.75,NET_BANKING
SS2026091800287,S026,C0070,P0024,2026-09-18 14:57:02,3,14118.57,NET_BANKING
SS2026091800288,S005,C0020,P0007,2026-09-18 19:26:51,5,4404.3,NET_BANKING
SS2026091800289,S004,C0047,P0072,2026-09-18 07:46:02,1,652.45,UPI
SS2026091800290,S022,C0010,P0043,2026-09-18 05:37:09,2,4072.62,CASH
SS2026091800291,S023,C0019,P0131,2026-09-18 21:14:13,3,10250.52,CASH
SS2026091800292,S023,C0036,P0097,2026-09-18 19:19:41,2,5390.96,WALLET
SS2026091800293,S001,C0018,P0131,2026-09-18 03:02:56,5,17084.2,UPI
SS2026091800294,S015,C0077,P0010,2026-09-18 23:35:53,2,6725.62,WALLET
SS2026091800295,S018,C0034,P0071,2026-09-18 18:36:29,3,877.95,NET_BANKING
SS2026091800296,S001,C0012,P0052,2026-09-18 14:12:09,5,24943.15,NET_BANKING
SS2026091800297,S023,C0093,P0046,2026-09-18 13:44:50,1,4871.17,UPI
SS2026091800298,S026,C0070,P0105,2026-09-18 12:27:44,3,5304.87,WALLET
SS2026091800299,S025,C0004,P0108,2026-09-18 07:15:13,2,7614.06,CARD
SS2026091800300,S012,C0047,P0103,2026-09-18 15:10:30,2,838.08,CARD
SS2026091800301,S020,C0018,P0017,2026-09-18 11:19:41,3,3345.36,NET_BANKING
SS2026091800302,S012,C0079,P0015,2026-09-18 03:50:43,1,4748.14,UPI
SS2026091800303,S002,C0036,P0097,2026-09-18 04:50:02,1,2695.48,NET_BANKING
SS2026091800304,S015,C0023,P0027,2026-09-18 19:04:32,4,9665.76,WALLET
SS2026091800305,S016,C0050,P0009,2026-09-18 20:18:41,4,5847.8,UPI
SS2026091800306,S018,C0018,P0043,2026-09-18 02:29:33,5,10181.55,NET_BANKING
SS2026091800307,S023,C0066,P0139,2026-09-18 18:19:45,3,3709.26,UPI
SS2026091800308,S021,C0073,P0032,2026-09-18 16:30:49,1,1689.23,NET_BANKING
SS2026091800309,S024,C0096,P0087,2026-09-18 01:36:15,4,12348.68,CARD
SS2026091800310,S011,C0047,P0145,2026-09-18 11:53:16,1,4553.45,CASH
SS2026091800311,S010,C0086,P0117,2026-09-18 05:57:18,1,214.89,UPI
SS2026091800312,S017,C0040,P0033,2026-09-18 20:32:45,1,3518.06,CASH
SS2026091800313,S017,C0079,P0128,2026-09-18 01:04:51,3,1689.0,CARD
SS2026091800314,S011,C0008,P0014,2026-09-18 07:13:42,4,12482.8,WALLET
SS2026091800315,S027,C0003,P0131,2026-09-18 23:35:52,2,6833.68,UPI
SS2026091800316,S006,C0038,P0102,2026-09-18 06:27:30,2,6051.04,CASH
