sale_id,store_id,customer_id,product_id,sale_timestamp,quantity,sale_amount,payment_method
SS2026091400054,S023,C00384,P0094,2026-09-14 02:38:23,5,8134.45,NET_BANKING
SS2026091400055,S016,C00175,P0043,2026-09-14 05:17:05,2,1779.44,NET_BANKING
SS2026091400056,S030,C00484,P0037,2026-09-14 09:03:33,1,3545.37,WALLET
SS2026091400057,S002,C00262,P0057,2026-09-14 19:36:34,2,5689.66,CARD
SS2026091400058,S010,C00211,P0050,2026-09-14 18:14:31,1,1953.03,CASH
SS2026091400059,S007,C00442,P0062,2026-09-14 16:05:15,5,12988.95,CARD
SS2026091400060,S014,C00408,P0061,2026-09-14 18:29:51,5,16701.3,CASH
SS2026091400061,S011,C00287,P0028,2026-09-14 01:53:02,1,1431.87,CARD
SS2026091400062,S030,C00323,P0004,2026-09-14 18:47:19,4,583.8,UPI
SS2026091400063,S004,C00481,P0038,2026-09-14 19:46:51,4,17431.68,CASH
SS2026091400064,S015,C00233,P0059,2026-09-14 09:55:36,3,10652.76,CARD
SS2026091400065,S017,C00036,P0036,2026-09-14 10:05:17,1,2547.2,UPI
SS2026091400066,S004,C00137,P0005,2026-09-14 06:56:32,5,5135.9,WALLET
SS2026091400067,S003,C00456,P0065,2026-09-14 13:37:01,1,1996.56,CASH
SS2026091400068,S011,C00475,P0031,2026-09-14 08:38:07,3,5423.82,CARD
SS2026091400069,S016,C00395,P0021,2026-09-14 08:46:23,1,771.1,CASH
SS2026091400070,S019,C00098,P0056,2026-09-14 12:36:17,4,15536.96,NET_BANKING
SS2026091400071,S023,C00405,P0012,2026-09-14 11:53:22,4,2513.2,WALLET
SS2026091400072,S024,C00435,P0089,2026-09-14 08:13:33,1,1652.35,CASH
SS2026091400073,S019,C00454,P0092,2026-09-14 21:15:16,4,14394.28,UPI
SS2026091400074,S025,C00134,P0086,2026-09-14 13:29:25,1,3988.08,CASH
SS2026091400075,S020,C00454,P0003,2026-09-14 23:57:56,1,3750.48,NET_BANKING
SS2026091400076,S006,C00349,P0037,2026-09-14 18:16:03,4,11417.84,UPI
SS2026091400077,S024,C00262,P0090,2026-09-14 23:24:50,2,9837.32,CASH
SS2026091400078,S002,C00294,P0030,2026-09-14 23:54:03,2,7513.12,UPI
SS2026091400079,S016,C00497,P0059,2026-09-14 06:59:26,1,2112.37,UPI
SS2026091400080,S014,C00173,P0045,2026-09-14 20:23:49,2,8798.98,NET_BANKING
SS2026091400081,S027,C00429,P0086,2026-09-14 17:45:22,4,6370.48,NET_BANKING
SS2026091400082,S013,C00463,P0045,2026-09-14 09:59:18,4,15884.64,CARD
SS2026091400083,S005,C00310,P0006,2026-09-14 06:47:58,2,4344.48,WALLET
SS2026091400084,S029,C00172,P0034,2026-09-14 16:42:22,2,5817.56,UPI
SS2026091400085,S005,C00037,P0041,2026-09-14 03:37:35,5,9604.15,WALLET
SS2026091400086,S030,C00404,P0040,2026-09-14 05:16:23,2,8466.38,CASH
SS2026091400087,S018,C00226,P0032,2026-09-14 17:32:16,4,19300.96,CASH
SS2026091400088,S001,C00234,P0013,2026-09-14 18:34:42,5,15034.35,CASH
SS2026091400089,S002,C00107,P0001,2026-09-14 14:34:27,5,9375.5,CARD
SS2026091400090,S009,C00108,P0016,2026-09-14 23:19:20,3,11635.89,UPI
SS2026091400091,S010,C00094,P0005,2026-09-14 02:41:37,3,1569.48,CARD
SS2026091400092,S026,C00113,P0002,2026-09-14 23:04:44,1,1523.2,UPI
SS2026091400093,S002,C00459,P0094,2026-09-14 08:26:15,4,8816.48,WALLET
SS2026091400094,S026,C00385,P0042,2026-09-14 20:27:16,3,3529.56,WALLET
SS2026091400095,S012,C00204,P0020,2026-09-14 22:24:18,3,1354.26,CARD
SS2026091400096,S015,C00005,P0055,2026-09-14 20:35:00,4,12956.52,UPI
SS2026091400097,S001,C00047,P0043,2026-09-14 05:26:41,5,6497.6,CARD
SS2026091400098,S011,C00308,P0020,2026-09-14 23:54:01,1,3673.4,WALLET
SS2026091400099,S020,C00354,P0081,2026-09-14 16:48:50,3,6088.38,NET_BANKING
SS2026091400100,S014,C00356,P0089,2026-09-14 17:01:40,1,2325.19,WALLET
SS2026091400101,S013,C00039,P0092,2026-09-14 07:13:19,5,3711.8,CARD
SS2026091400102,S009,C00158,P0011,2026-09-14 03:43:32,1,1799.29,CARD
SS2026091400103,S025,C00460,P0026,2026-09-14 19:17:17,1,4699.47,WALLET
SS2026091400104,S001,C00088,P0052,2026-09-14 18:41:19,5,24635.7,UPI
SS2026091400105,S025,C00140,P0026,2026-09-14 00:10:10,1,4580.89,NET_BANKING
SS2026091400106,S007,C00121,P0045,2026-09-14 05:42:04,3,13255.29,UPI
SS2026091400107,S026,C00062,P0015,2026-09-14 07:48:10,3,5755.08,UPI
SS2026091400108,S022,C00174,P0023,2026-09-14 01:14:00,1,1720.99,CARD
SS2026091400109,S006,C00270,P0009,2026-09-14 07:12:27,4,12879.88,UPI
SS2026091400110,S014,C00487,P0013,2026-09-14 16:15:05,3,14949.0,CASH
SS2026091400111,S017,C00248,P0051,2026-09-14 05:11:04,3,9518.61,CARD
SS2026091400112,S025,C00045,P0057,2026-09-14 03:27:15,3,7973.34,CASH
SS2026091400113,S015,C00294,P0075,2026-09-14 13:15:54,1,858.19,CASH
SS2026091400114,S021,C00112,P0067,2026-09-14 03:40:38,4,2704.64,CASH
SS2026091400115,S028,C00200,P0095,2026-09-14 19:20:37,1,1970.82,CASH
SS2026091400116,S012,C00393,P0071,2026-09-14 06:20:11,2,7799.04,NET_BANKING
SS2026091400117,S023,C00023,P0008,2026-09-14 03:13:21,2,9653.56,UPI
SS2026091400118,S004,C00483,P0030,2026-09-14 15:12:51,2,9668.9,UPI
SS2026091400119,S013,C00330,P0051,2026-09-14 01:39:57,2,1145.04,CASH
SS2026091400120,S018,C00458,P0020,2026-09-14 22:03:24,4,876.12,CARD
SS2026091400121,S024,C00215,P0094,2026-09-14 07:53:30,3,7373.4,CARD
SS2026091400122,S001,C00255,P0062,2026-09-14 01:57:04,3,10575.21,CARD
SS2026091400123,S028,C00305,P0074,2026-09-14 12:20:31,3,3748.98,CASH
SS2026091400124,S017,C00376,P0009,2026-09-14 12:09:54,3,8105.64,NET_BANKING
SS2026091400125,S001,C00328,P0038,2026-09-14 19:04:29,3,1577.43,WALLET
SS2026091400126,S022,C00173,P0084,2026-09-14 18:46:57,1,1714.13,UPI
SS2026091400127,S019,C00071,P0022,2026-09-14 07:44:50,1,1192.01,NET_BANKING
SS2026091400128,S015,C00393,P0032,2026-09-14 06:52:03,3,8911.8,CASH
SS2026091400129,S007,C00133,P0023,2026-09-14 21:48:16,5,23120.9,CASH
SS2026091400130,S021,C00401,P0078,2026-09-14 01:20:04,5,10399.3,CARD
SS2026091400131,S008,C00468,P0094,2026-09-14 11:57:42,1,1510.54,NET_BANKING
SS2026091400132,S020,C00327,P0027,2026-09-14 18:42:12,1,4216.49,UPI
SS2026091400133,S010,C00419,P0023,2026-09-14 06:49:07,4,19508.28,UPI
SS2026091400134,S001,C00004,P0065,2026-09-14 18:43:25,4,13386.64,CASH
SS2026091400135,S012,C00206,P0027,2026-09-14 18:47:45,2,3081.1,CARD
SS2026091400136,S013,C00314,P0003,2026-09-14 05:26:10,2,874.86,UPI
SS2026091400137,S029,C00361,P0075,2026-09-14 14:39:45,5,14058.1,UPI
SS2026091400138,S021,C00434,P0024,2026-09-14 15:25:18,1,394.4,CARD
SS2026091400139,S006,C00278,P0026,2026-09-14 21:38:37,1,1436.35,WALLET
SS2026091400140,S010,C00409,P0051,2026-09-14 17:04:13,2,1912.32,UPI
SS2026091400141,S007,C00438,P0095,2026-09-14 06:26:03,4,2497.44,NET_BANKING
SS2026091400142,S021,C00339,P0073,2026-09-14 13:07:55,5,1801.35,WALLET
SS2026091400143,S017,C00458,P0003,2026-09-14 00:49:40,5,8697.45,UPI
SS2026091400144,S012,C00108,P0028,2026-09-14 00:11:01,4,2732.32,NET_BANKING
SS2026091400145,S017,C00488,P0014,2026-09-14 11:21:36,4,5850.12,NET_BANKING
SS2026091400146,S030,C00038,P0072,2026-09-14 14:24:41,3,11741.31,CARD
SS2026091400147,S003,C00375,P0016,2026-09-14 09:41:43,1,908.16,UPI
SS2026091400148,S002,C00358,P0043,2026-09-14 22:28:45,4,11182.16,WALLET
SS2026091400149,S016,C00247,P0074,2026-09-14 09:36:29,4,18131.0,CASH
SS2026091400150,S013,C00158,P0053,2026-09-14 06:57:43,5,23095.0,CARD
SS2026091400151,S029,C00356,P0024,2026-09-14 03:47:26,5,10328.2,WALLET
SS2026091400152,S003,C00008,P0084,2026-09-14 20:50:19,1,3516.7,WALLET
SS2026091400153,S025,C00466,P0021,2026-09-14 03:25:29,1,372.21,CASH
SS2026091400154,S004,C00083,P0074,2026-09-14 06:30:18,5,14835.0,NET_BANKING
SS2026091400155,S020,C00087,P0002,2026-09-14 14:28:03,2,4754.36,NET_BANKING
SS2026091400156,S003,C00110,P0032,2026-09-14 13:07:43,4,6724.56,WALLET
SS2026091400157,S013,C00391,P0026,2026-09-14 10:59:45,1,455.62,WALLET
SS2026091400158,S014,C00037,P0056,2026-09-14 05:59:49,5,7645.5,CASH
SS2026091400159,S002,C00206,P0064,2026-09-14 11:16:07,4,1175.56,CARD
SS2026091400160,S007,C00146,P0026,2026-09-14 19:04:20,3,11772.87,NET_BANKING
SS2026091400161,S002,C00403,P0060,2026-09-14 08:09:16,3,10808.88,CASH
SS2026091400162,S015,C00056,P0072,2026-09-14 15:31:21,1,3256.78,WALLET
SS2026091400163,S016,C00197,P0002,2026-09-14 04:13:36,2,6107.3,WALLET
SS2026091400164,S020,C00047,P0098,2026-09-14 22:26:01,5,12430.6,WALLET
SS2026091400165,S018,C00126,P0099,2026-09-14 11:26:30,2,7692.52,CASH
SS2026091400166,S016,C00130,P0092,2026-09-14 14:45:35,4,13789.0,UPI
SS2026091400167,S025,C00174,P0002,2026-09-14 00:21:24,1,3654.15,UPI
SS2026091400168,S012,C00370,P0032,2026-09-14 21:19:26,5,14860.05,CARD
SS2026091400169,S025,C00496,P0017,2026-09-14 16:00:43,3,7242.36,NET_BANKING
SS2026091400170,S021,C00236,P0096,2026-09-14 10:52:21,1,854.23,NET_BANKING
SS2026091400171,S001,C00418,P0083,2026-09-14 15:07:30,4,18984.0,CARD
SS2026091400172,S027,C00418,P0037,2026-09-14 03:09:59,2,3299.3,CARD
SS2026091400173,S016,C00498,P0003,2026-09-14 18:03:48,1,3210.19,UPI
SS2026091400174,S018,C00214,P0015,2026-09-14 11:54:38,4,18367.68,CARD
SS2026091400175,S020,C00193,P0032,2026-09-14 00:20:18,5,16698.65,UPI
SS2026091400176,S018,C00461,P0009,2026-09-14 17:29:01,3,3845.64,WALLET
SS2026091400177,S010,C00309,P0055,2026-09-14 20:00:34,2,3713.76,CASH
SS2026091400178,S028,C00493,P0037,2026-09-14 13:04:14,4,15144.04,NET_BANKING
SS2026091400179,S006,C00104,P0033,2026-09-14 23:09:44,3,14021.22,UPI
SS2026091400180,S023,C00043,P0093,2026-09-14 08:32:48,4,9751.88,NET_BANKING
SS2026091400181,S015,C00077,P0043,2026-09-14 00:48:09,2,5855.78,UPI
SS2026091400182,S007,C00177,P0034,2026-09-14 10:57:52,3,4172.76,CARD
SS2026091400183,S025,C00313,P0077,2026-09-14 00:42:26,5,11723.55,UPI
SS2026091400184,S004,C00260,P0095,2026-09-14 15:53:34,3,7109.1,WALLET
SS2026091400185,S019,C00135,P0065,2026-09-14 02:12:33,3,9965.37,CARD
SS2026091400186,S004,C00189,P0066,2026-09-14 20:27:57,1,4718.9,UPI
SS2026091400187,S028,C00201,P0033,2026-09-14 20:22:42,1,3536.11,UPI
SS2026091400188,S017,C00281,P0061,2026-09-14 08:42:25,4,652.0,NET_BANKING
SS2026091400189,S025,C00463,P0048,2026-09-14 09:39:54,3,12644.04,CARD
SS2026091400190,S008,C00370,P0024,2026-09-14 01:53:05,2,1366.08,CARD
SS2026091400191,S002,C00188,P0092,2026-09-14 08:53:23,1,1007.51,CASH
SS2026091400192,S023,C00407,P0076,2026-09-14 07:28:02,4,13396.92,CASH
SS2026091400193,S008,C00179,P0072,2026-09-14 22:24:56,2,1996.64,NET_BANKING
SS2026091400194,S017,C00292,P0080,2026-09-14 15:08:27,2,7383.64,UPI
SS2026091400195,S022,C00023,P0098,2026-09-14 00:39:56,4,17721.56,CARD
SS2026091400196,S027,C00073,P0046,2026-09-14 04:16:50,1,4986.07,CARD
SS2026091400197,S014,C00334,P0050,2026-09-14 11:29:28,3,12965.91,CASH
SS2026091400198,S026,C00280,P0047,2026-09-14 00:58:15,2,9861.5,CASH
SS2026091400199,S017,C00043,P0069,2026-09-14 07:39:26,2,6589.58,NET_BANKING
SS2026091400200,S018,C00403,P0006,2026-09-14 22:32:49,5,12330.05,CARD
SS2026091400201,S024,C00233,P0011,2026-09-14 10:41:48,3,1393.65,NET_BANKING
SS2026091400202,S021,C00410,P0045,2026-09-14 23:03:31,1,3462.12,CASH
SS2026091400203,S004,C00305,P0011,2026-09-14 19:02:34,5,8294.45,UPI
SS2026091400204,S020,C00048,P0063,2026-09-14 04:49:22,1,2087.71,CASH
SS2026091400205,S025,C00187,P0099,2026-09-14 21:22:17,4,12080.44,CARD
SS2026091400206,S001,C00436,P0099,2026-09-14 15:30:43,3,13067.13,WALLET
SS2026091400207,S006,C00160,P0039,2026-09-14 14:40:59,2,6062.96,CASH
SS2026091400208,S027,C00452,P0085,2026-09-14 20:45:45,4,4306.28,UPI
SS2026091400209,S003,C00398,P0074,2026-09-14 21:52:31,5,9609.8,UPI
SS2026091400210,S007,C00254,P0041,2026-09-14 17:02:47,1,594.99,UPI
SS2026091400211,S009,C00496,P0079,2026-09-14 10:06:47,2,4937.14,WALLET
SS2026091400212,S015,C00364,P0013,2026-09-14 02:06:41,4,5634.52,CARD
SS2026091400213,S002,C00119,P0009,2026-09-14 23:58:28,3,14855.22,NET_BANKING
SS2026091400214,S016,C00288,P0058,2026-09-14 00:37:09,5,23917.25,WALLET
SS2026091400215,S005,C00327,P0077,2026-09-14 20:31:30,2,5726.46,CARD
SS2026091400216,S027,C00394,P0067,2026-09-14 12:41:09,4,7324.48,CARD
SS2026091400217,S004,C00091,P0047,2026-09-14 08:10:31,1,3355.87,UPI
SS2026091400218,S025,C00055,P0003,2026-09-14 19:09:01,3,4288.26,CARD
SS2026091400219,S028,C00077,P0032,2026-09-14 03:54:04,2,5170.68,WALLET
SS2026091400220,S003,C00050,P0095,2026-09-14 20:39:14,1,824.23,UPI
SS2026091400221,S010,C00299,P0085,2026-09-14 18:45:01,4,1908.08,UPI
SS2026091400222,S008,C00492,P0077,2026-09-14 05:10:53,1,3532.02,NET_BANKING
SS2026091400223,S008,C00079,P0093,2026-09-14 21:23:14,2,5290.02,CARD
SS2026091400224,S005,C00255,P0075,2026-09-14 04:13:42,5,9748.85,CARD
SS2026091400225,S016,C00318,P0024,2026-09-14 08:12:04,3,14290.95,CARD
SS2026091400226,S027,C00476,P0012,2026-09-14 22:43:59,1,4564.87,CARD
SS2026091400227,S029,C00283,P0084,2026-09-14 06:39:15,2,4548.76,CASH
SS2026091400228,S015,C00266,P0057,2026-09-14 05:56:13,2,5908.6,CARD
SS2026091400229,S003,C00077,P0009,2026-09-14 23:13:50,4,1361.28,UPI
SS2026091400230,S026,C00057,P0018,2026-09-14 10:03:50,3,9018.12,CASH
SS2026091400231,S030,C00211,P0041,2026-09-14 12:01:09,1,3676.33,UPI
SS2026091400232,S023,C00092,P0018,2026-09-14 11:26:28,1,1748.43,CARD
SS2026091400233,S015,C00170,P0005,2026-09-14 04:26:52,1,294.21,UPI
SS2026091400234,S005,C00178,P0081,2026-09-14 16:31:35,4,13252.84,CARD
SS2026091400235,S021,C00134,P0057,2026-09-14 08:00:37,2,5599.98,UPI
SS2026091400236,S014,C00318,P0058,2026-09-14 01:09:13,5,19747.8,WALLET
SS2026091400237,S026,C00027,P0038,2026-09-14 16:23:31,5,16944.2,UPI
SS2026091400238,S014,C00411,P0039,2026-09-14 14:21:31,5,23185.1,NET_BANKING
SS2026091400239,S012,C00169,P0079,2026-09-14 10:25:39,1,3409.1,UPI
SS2026091400240,S012,C00250,P0052,2026-09-14 13:25:19,2,2067.4,CASH
SS2026091400241,S015,C00475,P0096,2026-09-14 17:53:00,1,4035.28,CASH
SS2026091400242,S023,C00349,P0053,2026-09-14 13:54:04,3,3818.94,UPI
SS2026091400243,S014,C00103,P0048,2026-09-14 19:53:59,2,195.86,NET_BANKING
SS2026091400244,S005,C00458,P0047,2026-09-14 07:41:28,5,6851.6,CARD
SS2026091400245,S028,C00271,P0100,2026-09-14 10:53:11,5,22654.2,UPI
SS2026091400246,S011,C00094,P0037,2026-09-14 02:54:46,1,804.84,CASH
SS2026091400247,S019,C00239,P0071,2026-09-14 08:35:04,1,1739.22,WALLET
SS2026091400248,S013,C00393,P0005,2026-09-14 06:19:09,2,9346.98,NET_BANKING
SS2026091400249,S020,C00424,P0019,2026-09-14 16:56:51,1,1524.79,UPI
SS2026091400250,S024,C00500,P0014,2026-09-14 10:39:35,2,7040.8,CASH
SS2026091400251,S013,C00364,P0086,2026-09-14 22:58:22,5,6151.75,NET_BANKING
SS2026091400252,S008,C00175,P0059,2026-09-14 05:02:03,5,20642.1,WALLET
SS2026091400253,S014,C00378,P0045,2026-09-14 11:34:37,5,21187.75,WALLET
SS2026091400254,S026,C00046,P0095,2026-09-14 04:57:05,3,276.78,CARD
SS2026091400255,S029,C00388,P0019,2026-09-14 04:07:10,4,14435.64,UPI
SS2026091400256,S023,C00249,P0040,2026-09-14 21:43:53,3,8976.24,CARD
SS2026091400257,S019,C00195,P0099,2026-09-14 23:08:48,4,13332.96,WALLET
SS2026091400258,S022,C00179,P0040,2026-09-14 01:37:48,4,14004.56,CARD
SS2026091400259,S030,C00024,P0049,2026-09-14 21:50:39,2,6494.82,CARD
SS2026091400260,S014,C00084,P0064,2026-09-14 19:42:56,4,9985.72,WALLET
SS2026091400261,S030,C00225,P0094,2026-09-14 15:02:09,3,1299.48,CARD
SS2026091400262,S024,C00004,P0002,2026-09-14 17:14:26,2,7999.32,WALLET
SS2026091400263,S008,C00372,P0054,2026-09-14 04:10:29,2,7490.24,UPI
SS2026091400264,S017,C00219,P0092,2026-09-14 17:35:14,4,2513.36,CASH
SS2026091400265,S004,C00132,P0061,2026-09-14 14:46:14,2,1613.42,CARD
SS2026091400266,S027,C00078,P0019,2026-09-14 06:13:12,2,2244.46,WALLET
SS2026091400267,S005,C00305,P0045,2026-09-14 03:02:50,4,17623.0,NET_BANKING
SS2026091400268,S022,C00349,P0052,2026-09-14 18:56:01,3,13684.86,UPI
SS2026091400269,S021,C00406,P0079,2026-09-14 14:58:33,2,2963.14,NET_BANKING
SS2026091400270,S016,C00144,P0025,2026-09-14 04:20:04,3,7947.78,NET_BANKING
SS2026091400271,S025,C00169,P0005,2026-09-14 23:55:40,1,3300.25,UPI
SS2026091400272,S017,C00464,P0059,2026-09-14 03:55:02,1,2684.38,WALLET
SS2026091400273,S007,C00040,P0072,2026-09-14 11:51:03,1,598.52,CASH
SS2026091400274,S026,C00345,P0066,2026-09-14 02:39:25,5,1163.55,UPI
SS2026091400275,S003,C00020,P0070,2026-09-14 00:09:56,2,9757.1,CASH
SS2026091400276,S007,C00369,P0029,2026-09-14 03:33:12,3,452.43,NET_BANKING
SS2026091400277,S029,C00258,P0068,2026-09-14 09:57:37,2,7536.1,UPI
SS2026091400278,S021,C00084,P0100,2026-09-14 07:43:27,2,9177.02,CASH
SS2026091400279,S028,C00389,P0059,2026-09-14 22:36:27,4,1978.6,CASH
SS2026091400280,S026,C00294,P0083,2026-09-14 15:56:07,3,9355.62,WALLET
SS2026091400281,S026,C00096,P0037,2026-09-14 22:41:10,2,6556.74,CARD
SS2026091400282,S005,C00186,P0046,2026-09-14 14:01:35,5,16866.95,WALLET
SS2026091400283,S016,C00038,P0040,2026-09-14 21:31:39,3,1824.48,UPI
SS2026091400284,S017,C00230,P0081,2026-09-14 23:04:18,3,6837.33,CASH
SS2026091400285,S020,C00080,P0097,2026-09-14 18:13:04,4,15894.96,WALLET
SS2026091400286,S017,C00095,P0014,2026-09-14 01:34:30,4,2283.04,CASH
SS2026091400287,S002,C00245,P0011,2026-09-14 03:26:45,5,5879.05,CARD
SS2026091400288,S010,C00128,P0085,2026-09-14 08:39:50,3,10023.36,NET_BANKING
SS2026091400289,S007,C00469,P0041,2026-09-14 02:35:04,3,3058.89,UPI
SS2026091400290,S011,C00185,P0071,2026-09-14 11:56:08,4,3192.6,WALLET
SS2026091400291,S008,C00346,P0010,2026-09-14 18:15:16,3,5141.49,CARD
SS2026091400292,S004,C00161,P0032,2026-09-14 12:11:25,2,9390.56,CASH
SS2026091400293,S003,C00476,P0079,2026-09-14 16:27:22,2,9013.24,UPI
SS2026091400294,S014,C00010,P0027,2026-09-14 19:24:06,4,13330.84,NET_BANKING
SS2026091400295,S029,C00161,P0048,2026-09-14 07:21:43,1,1699.38,CASH
SS2026091400296,S023,C00496,P0020,2026-09-14 21:30:52,1,1105.98,WALLET
SS2026091400297,S023,C00367,P0035,2026-09-14 17:54:32,1,642.86,NET_BANKING
SS2026091400298,S027,C00106,P0068,2026-09-14 17:41:00,1,1843.56,CASH
SS2026091400299,S019,C00283,P0025,2026-09-14 17:04:24,4,3243.36,NET_BANKING
SS2026091400300,S012,C00484,P0068,2026-09-14 02:44:02,2,3370.1,CARD
SS2026091400301,S015,C00358,P0018,2026-09-14 00:34:40,2,5233.64,NET_BANKING
SS2026091400302,S003,C00277,P0025,2026-09-14 15:50:56,4,10559.28,CASH
SS2026091400303,S008,C00331,P0098,2026-09-14 04:17:24,2,5039.62,WALLET
SS2026091400304,S026,C00031,P0081,2026-09-14 11:46:02,2,257.84,WALLET
SS2026091400305,S004,C00148,P0059,2026-09-14 19:02:58,1,2809.48,NET_BANKING
SS2026091400306,S011,C00006,P0035,2026-09-14 07:56:38,2,7122.24,NET_BANKING
SS2026091400307,S001,C00339,P0003,2026-09-14 10:01:23,4,4683.4,UPI
SS2026091400308,S006,C00154,P0054,2026-09-14 16:41:40,4,14320.88,CARD
SS2026091400309,S008,C00367,P0065,2026-09-14 12:05:30,2,3312.06,CASH
SS2026091400310,S013,C00214,P0015,2026-09-14 13:55:14,1,4360.12,UPI
SS2026091400311,S009,C00021,P0041,2026-09-14 18:22:28,2,7403.56,CASH
SS2026091400312,S004,C00274,P0020,2026-09-14 23:11:23,1,153.91,WALLET
SS2026091400313,S026,C00280,P0039,2026-09-14 23:00:22,5,1322.1,CARD
SS2026091400314,S013,C00064,P0089,2026-09-14 16:28:09,2,3451.12,WALLET
SS2026091400315,S014,C00445,P0078,2026-09-14 19:53:33,4,3703.44,WALLET
SS2026091400316,S012,C00278,P0035,2026-09-14 13:03:32,3,5023.02,CARD
SS2026091400317,S013,C00156,P0012,2026-09-14 06:55:28,1,426.63,UPI
